product_name,brands,categories,ingredients_text_en,nutriscore_grade,nova_group,ecoscore_grade,quantity,serving_size,nutriments,nutrition_grades,countries_tags
Eau minéral naturelle,Ain atlas,"Beverages,Waters,Spring waters,Mineral waters,Natural mineral waters",,a,,not-applicable,33cl,,"{'carbohydrates': 0, 'carbohydrates_100g': 0, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0, 'energy': 0, 'energy-kcal': 0, 'energy-kcal_100g': 0, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 0, 'energy-kcal_value_computed': 0, 'energy-kj': 0, 'energy-kj_100g': 0, 'energy-kj_unit': 'kJ', 'energy-kj_value': 0, 'energy-kj_value_computed': 0, 'energy_100g': 0, 'energy_unit': 'kJ', 'energy_value': 0, 'fat': 0, 'fat_100g': 0, 'fat_unit': 'g', 'fat_value': 0, 'fiber': 0, 'fiber_100g': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0, 'proteins': 0, 'proteins_100g': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0, 'salt_100g': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0, 'sodium_100g': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 0, 'sugars_100g': 0, 'sugars_unit': 'g', 'sugars_value': 0}",a,en:morocco
6111035000027,Sidi Ali,Eaux minérales naturelles,,a,,not-applicable,50 cl,,"{'carbohydrates': 0, 'carbohydrates_100g': 0, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0, 'energy': 0, 'energy-kcal': 0, 'energy-kcal_100g': 0, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 0, 'energy-kcal_value_computed': 0, 'energy_100g': 0, 'energy_unit': 'kcal', 'energy_value': 0, 'fat': 0, 'fat_100g': 0, 'fat_unit': 'g', 'fat_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0, 'proteins': 0, 'proteins_100g': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0.0065, 'salt_100g': 0.0065, 'salt_unit': 'g', 'salt_value': 0.0065, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0.0026, 'sodium_100g': 0.0026, 'sodium_unit': 'g', 'sodium_value': 0.0026, 'sugars': 0, 'sugars_100g': 0, 'sugars_unit': 'g', 'sugars_value': 0}",a,en:morocco
Marmite Yeast Extract,"Marmite,Unilever","Dairies, Fermented foods, Fermented milk products, Buttermilks, en:yeast-extract-spreads","yeast extract, barley, wheat, oats, rye, salt, vegetable juice concentrate, thiamin, riboflavin, niacin, vitamin B12, folic acid, natural flavouring, celery",e,4.0,unknown,250 g,8 g,"{'carbohydrates': 30, 'carbohydrates_100g': 30, 'carbohydrates_serving': 2.4, 'carbohydrates_unit': 'g', 'carbohydrates_value': 30, 'energy': 1100, 'energy-kcal': 260, 'energy-kcal_100g': 260, 'energy-kcal_serving': 20.8, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 260, 'energy-kcal_value_computed': 260.5, 'energy-kj': 1100, 'energy-kj_100g': 1100, 'energy-kj_serving': 88, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1100, 'energy-kj_value_computed': 1106.5, 'energy_100g': 1100, 'energy_serving': 88, 'energy_unit': 'kJ', 'energy_value': 1100, 'fat': 0.5, 'fat_100g': 0.5, 'fat_modifier': '<', 'fat_serving': 0.04, 'fat_unit': 'g', 'fat_value': 0.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0.0056966145833286, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0.0056966145833286, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0.734863281249993, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0.734863281249993, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 23, 'nutrition-score-fr_100g': 23, 'proteins': 34, 'proteins_100g': 34, 'proteins_serving': 2.72, 'proteins_unit': 'g', 'proteins_value': 34, 'salt': 10.8, 'salt_100g': 10.8, 'salt_serving': 0.864, 'salt_unit': 'g', 'salt_value': 10.8, 'saturated-fat': 0.1, 'saturated-fat_100g': 0.1, 'saturated-fat_modifier': '<', 'saturated-fat_serving': 0.008, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.1, 'sodium': 4.32, 'sodium_100g': 4.32, 'sodium_serving': 0.346, 'sodium_unit': 'g', 'sodium_value': 4.32, 'sugars': 1.2, 'sugars_100g': 1.2, 'sugars_serving': 0.096, 'sugars_unit': 'g', 'sugars_value': 1.2, 'vitamin-b1': 0.0077, 'vitamin-b12': 2.4e-05, 'vitamin-b12_100g': 2.4e-05, 'vitamin-b12_label': '0', 'vitamin-b12_serving': 1.92e-06, 'vitamin-b12_unit': 'µg', 'vitamin-b12_value': 24, 'vitamin-b1_100g': 0.0077, 'vitamin-b1_label': '0', 'vitamin-b1_serving': 0.000616, 'vitamin-b1_unit': 'mg', 'vitamin-b1_value': 7.7, 'vitamin-b2': 0.0068, 'vitamin-b2_100g': 0.0068, 'vitamin-b2_label': '0', 'vitamin-b2_serving': 0.000544, 'vitamin-b2_unit': 'mg', 'vitamin-b2_value': 6.8, 'vitamin-b9': 0.00125, 'vitamin-b9_100g': 0.00125, 'vitamin-b9_label': '0', 'vitamin-b9_serving': 0.0001, 'vitamin-b9_unit': 'µg', 'vitamin-b9_value': 1250, 'vitamin-pp': 0.069, 'vitamin-pp_100g': 0.069, 'vitamin-pp_label': '0', 'vitamin-pp_serving': 0.00552, 'vitamin-pp_unit': 'mg', 'vitamin-pp_value': 69}",e,"en:france, en:germany, en:ireland, en:italy, en:netherlands, en:spain, en:united-kingdom, en:united-states"
,Jaouda,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Fromages blancs - petit suisses et skyr,Yaourts,Desserts lactés fermentés nature,Fromages blancs,Fromages blancs natures",,a,3.0,b,80 g,90g,"{'calcium': 0.24, 'calcium_100g': 0.24, 'calcium_serving': 0.216, 'calcium_unit': 'mg', 'calcium_value': 240, 'carbohydrates': 4.2, 'carbohydrates_100g': 4.2, 'carbohydrates_serving': 3.78, 'carbohydrates_unit': 'g', 'carbohydrates_value': 4.2, 'energy': 423, 'energy-kcal': 101, 'energy-kcal_100g': 101, 'energy-kcal_serving': 90.9, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 101, 'energy-kcal_value_computed': 101.2, 'energy_100g': 423, 'energy_serving': 381, 'energy_unit': 'kcal', 'energy_value': 101, 'fat': 6, 'fat_100g': 6, 'fat_serving': 5.4, 'fat_unit': 'g', 'fat_value': 6, 'fiber': 0, 'fiber_100g': 0, 'fiber_serving': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': -2, 'nutrition-score-fr_100g': -2, 'proteins': 7.6, 'proteins_100g': 7.6, 'proteins_serving': 6.84, 'proteins_unit': 'g', 'proteins_value': 7.6, 'salt': 0, 'salt_100g': 0, 'salt_serving': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_serving': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0, 'sodium_100g': 0, 'sodium_serving': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 0, 'sugars_100g': 0, 'sugars_serving': 0, 'sugars_unit': 'g', 'sugars_value': 0}",a,en:morocco
Lait Frais,centrale danone,"Dairies, Milks, Fresh milks, en:semi-skimmed-milks",,b,1.0,d,470 ml,,"{'calcium': 0.12, 'calcium_100g': 0.12, 'calcium_unit': 'mg', 'calcium_value': 120, 'carbohydrates': 4.8, 'carbohydrates_100g': 4.8, 'carbohydrates_unit': 'g', 'carbohydrates_value': 4.8, 'energy': 188, 'energy-kcal': 45, 'energy-kcal_100g': 45, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 45, 'energy-kcal_value_computed': 44.7, 'energy_100g': 188, 'energy_unit': 'kcal', 'energy_value': 45, 'fat': 1.5, 'fat_100g': 1.5, 'fat_unit': 'g', 'fat_value': 1.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': -3, 'nutrition-score-fr_100g': -3, 'proteins': 3, 'proteins_100g': 3, 'proteins_unit': 'g', 'proteins_value': 3, 'salt': 0, 'salt_100g': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 1, 'saturated-fat_100g': 1, 'saturated-fat_unit': 'g', 'saturated-fat_value': 1, 'sodium': 0, 'sodium_100g': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 0, 'sugars_100g': 0, 'sugars_unit': 'g', 'sugars_value': 0}",b,en:morocco
,lilia,"Plant-based foods and beverages,Dairies,Plant-based foods,Fats,Spreads,Plant-based spreads,Vegetable fats,Spreadable fats,Animal fats,Dairy spreads,Margarines,Milkfat,Butters,salted-spreads","Filtered vegetable oils, non-hydrogenated ml tayeb individual starch mustahabbat (2471) and (478) soy analgesic (1222) syrian acid (200) citric (2300) antioxidants potassium soria (1202) chocoferrols mixture), mink colored (1600) wafina, au : store in a cool place terr all frans : tents",d,,e,200,,"{'carbohydrates': 0.2, 'carbohydrates_100g': 0.2, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0.2, 'energy': 2824, 'energy-kcal': 675, 'energy-kcal_100g': 675, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 675, 'energy-kcal_value_computed': 676.2, 'energy_100g': 2824, 'energy_unit': 'kcal', 'energy_value': 675, 'fat': 75, 'fat_100g': 75, 'fat_unit': 'g', 'fat_value': 75, 'fiber': 0, 'fiber_100g': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nutrition-score-fr': 18, 'nutrition-score-fr_100g': 18, 'proteins': 0.1, 'proteins_100g': 0.1, 'proteins_unit': 'g', 'proteins_value': 0.1, 'salt': 0.5, 'salt_100g': 0.5, 'salt_unit': 'g', 'salt_value': 0.5, 'saturated-fat': 34, 'saturated-fat_100g': 34, 'saturated-fat_unit': 'g', 'saturated-fat_value': 34, 'sodium': 0.2, 'sodium_100g': 0.2, 'sodium_unit': 'g', 'sodium_value': 0.2, 'sugars': 0, 'sugars_100g': 0, 'sugars_unit': 'g', 'sugars_value': 0}",d,"en:morocco, en:united-states"
Prince Goût Chocolat,Lu,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits,Biscuits au chocolat","WHEAT flour 35%, whole WHEAT flour 15.7%, sugar, vegetable oils (palm, rapeseed), low-fat cocoa powder 4.5%, glucose syrup, WHEAT starch, raising agents (ammonium bicarbonate, sodium bicarbonate, disodium diphosphate), emulsifiers (SOY lecithin, sunflower lecithin), salt, skimmed MILK powder, lactose and MILK proteins, flavors, MAY CONTAIN EGG.",e,4.0,d,100g,20 g,"{'alcohol': 0, 'alcohol_100g': 0, 'alcohol_serving': 0, 'alcohol_unit': '% vol', 'alcohol_value': 0, 'carbohydrates': 69, 'carbohydrates_100g': 69, 'carbohydrates_prepared_unit': 'g', 'carbohydrates_serving': 13.8, 'carbohydrates_unit': 'g', 'carbohydrates_value': 69, 'carbon-footprint-from-known-ingredients_100g': 15, 'carbon-footprint-from-known-ingredients_product': 15, 'carbon-footprint-from-known-ingredients_serving': 3, 'energy': 1963, 'energy-kcal': 467, 'energy-kcal_100g': 467, 'energy-kcal_prepared_unit': 'kcal', 'energy-kcal_serving': 93.4, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 467, 'energy-kcal_value_computed': 462.2, 'energy-kj': 1963, 'energy-kj_100g': 1963, 'energy-kj_prepared_unit': 'kJ', 'energy-kj_serving': 393, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1963, 'energy-kj_value_computed': 1941.1, 'energy_100g': 1963, 'energy_prepared_unit': 'kJ', 'energy_serving': 393, 'energy_unit': 'kJ', 'energy_value': 1963, 'fat': 17, 'fat_100g': 17, 'fat_prepared_unit': 'mg', 'fat_serving': 3.4, 'fat_unit': 'g', 'fat_value': 17, 'fiber': 4, 'fiber_100g': 4, 'fiber_prepared_unit': 'mg', 'fiber_serving': 0.8, 'fiber_unit': 'g', 'fiber_value': 4, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 6.80681818181818, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 6.80681818181818, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 20, 'nutrition-score-fr_100g': 20, 'proteins': 6.3, 'proteins_100g': 6.3, 'proteins_prepared_unit': 'mg', 'proteins_serving': 1.26, 'proteins_unit': 'g', 'proteins_value': 6.3, 'salt': 0.49, 'salt_100g': 0.49, 'salt_prepared_unit': 'mg', 'salt_serving': 0.098, 'salt_unit': 'g', 'salt_value': 0.49, 'saturated-fat': 5.6, 'saturated-fat_100g': 5.6, 'saturated-fat_prepared_unit': 'mg', 'saturated-fat_serving': 1.12, 'saturated-fat_unit': 'g', 'saturated-fat_value': 5.6, 'sodium': 0.196, 'sodium_100g': 0.196, 'sodium_prepared_unit': 'mg', 'sodium_serving': 0.0392, 'sodium_unit': 'g', 'sodium_value': 0.196, 'sugars': 32, 'sugars_100g': 32, 'sugars_prepared_unit': 'mg', 'sugars_serving': 6.4, 'sugars_unit': 'g', 'sugars_value': 32}",e,"en:algeria, en:belgium, en:france, en:french-polynesia, en:germany, en:guadeloupe, en:hungary, en:luxembourg, en:martinique, en:morocco, en:new-caledonia, en:reunion, en:spain, en:switzerland, en:united-states"
Excellence Noir Prodigieux 90% Cacao,Lindt,"Snacks,Zoete snacks,Cacao en afgeleide producten,Chocoladeproducten,Pure chocolades,Extra fijne pure chocolade","cocoa mass, cocoa butter, fat reduced cocoa, sugar, vanilla",d,3.0,e,100 g,1 square (10 g),"{'carbohydrates': 1.4, 'carbohydrates_100g': 14, 'carbohydrates_serving': 1.4, 'carbohydrates_unit': 'g', 'carbohydrates_value': 1.4, 'cocoa': 90, 'cocoa_100g': 90, 'cocoa_label': 'Cocoa (minimum)', 'cocoa_serving': 90, 'cocoa_unit': 'g', 'cocoa_value': 90, 'energy': 248, 'energy-kcal': 59.2, 'energy-kcal_100g': 592, 'energy-kcal_serving': 59.2, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 59.2, 'energy-kcal_value_computed': 62.1, 'energy_100g': 2480, 'energy_serving': 248, 'energy_unit': 'kcal', 'energy_value': 59.2, 'fat': 5.5, 'fat_100g': 55, 'fat_serving': 5.5, 'fat_unit': 'g', 'fat_value': 5.5, 'fiber': 1.5, 'fiber_100g': 15, 'fiber_serving': 1.5, 'fiber_unit': 'g', 'fiber_value': 1.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 14, 'nutrition-score-fr_100g': 14, 'proteins': 1, 'proteins_100g': 10, 'proteins_serving': 1, 'proteins_unit': 'g', 'proteins_value': 1, 'salt': 0.003, 'salt_100g': 0.03, 'salt_serving': 0.003, 'salt_unit': 'g', 'salt_value': 0.003, 'saturated-fat': 3, 'saturated-fat_100g': 30, 'saturated-fat_serving': 3, 'saturated-fat_unit': 'g', 'saturated-fat_value': 3, 'sodium': 0.0012, 'sodium_100g': 0.012, 'sodium_serving': 0.0012, 'sodium_unit': 'g', 'sodium_value': 0.0012, 'sugars': 0.7, 'sugars_100g': 7, 'sugars_serving': 0.7, 'sugars_unit': 'g', 'sugars_value': 0.7}",d,"en:algeria, en:austria, en:belgium, en:bulgaria, en:czech-republic, en:finland, en:france, en:french-polynesia, en:germany, en:ireland, en:italy, en:mauritius, en:morocco, en:netherlands, en:norway, en:reunion, en:romania, en:singapore, en:spain, en:sweden, en:switzerland, en:tunisia, en:united-kingdom"
Oulmes natural carbonated water,Les eaux minérales d'Oulmès S.A.,"Boissons,Boissons gazeuses,Eaux,Eaux de sources,Eaux minérales,Eaux gazeuses,Eaux minérales naturelles,Eaux minérales gazeuses",Natural carbonated water 100%,a,,not-applicable,1L,1 L,"{'bicarbonate': 0.854, 'bicarbonate_100g': 0.0854, 'bicarbonate_serving': 0.854, 'bicarbonate_unit': 'mg', 'bicarbonate_value': 854, 'calcium': 0.108, 'calcium_100g': 0.0108, 'calcium_serving': 0.108, 'calcium_unit': 'mg', 'calcium_value': 108, 'chloride': 0.284, 'chloride_100g': 0.0284, 'chloride_serving': 0.284, 'chloride_unit': 'mg', 'chloride_value': 284, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'magnesium': 0.057, 'magnesium_100g': 0.0057, 'magnesium_serving': 0.057, 'magnesium_unit': 'mg', 'magnesium_value': 57, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0, 'potassium': 0.022, 'potassium_100g': 0.0022, 'potassium_serving': 0.022, 'potassium_unit': 'mg', 'potassium_value': 22, 'salt': 0.78375, 'salt_100g': 0.0784, 'salt_serving': 0.78375, 'salt_unit': 'g', 'salt_value': 0.78375, 'sodium': 0.3135, 'sodium_100g': 0.0314, 'sodium_serving': 0.3135, 'sodium_unit': 'g', 'sodium_value': 0.3135}",a,en:morocco
Nutella,Ferrero,"Petit-déjeuners,Produits à tartiner,Produits à tartiner sucrés,Pâtes à tartiner,Pâtes à tartiner aux noisettes,Pâtes à tartiner au chocolat,Pâtes à tartiner aux noisettes et au cacao",,e,4.0,d,1 kg,15 g,"{'carbohydrates': 57.5, 'carbohydrates_100g': 57.5, 'carbohydrates_serving': 8.62, 'carbohydrates_unit': 'g', 'carbohydrates_value': 57.5, 'carbon-footprint-from-known-ingredients_product': 338, 'carbon-footprint-from-known-ingredients_serving': 5.07, 'energy': 2252, 'energy-kcal': 539, 'energy-kcal_100g': 539, 'energy-kcal_serving': 80.8, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 539, 'energy-kcal_value_computed': 533.3, 'energy-kj': 2252, 'energy-kj_100g': 2252, 'energy-kj_serving': 338, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2252, 'energy-kj_value_computed': 2227.9, 'energy_100g': 2252, 'energy_serving': 338, 'energy_unit': 'kJ', 'energy_value': 2252, 'fat': 30.9, 'fat_100g': 30.9, 'fat_serving': 4.63, 'fat_unit': 'g', 'fat_value': 30.9, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 13, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 13, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 31, 'nutrition-score-fr_100g': 31, 'proteins': 6.3, 'proteins_100g': 6.3, 'proteins_serving': 0.945, 'proteins_unit': 'g', 'proteins_value': 6.3, 'salt': 0.107, 'salt_100g': 0.107, 'salt_serving': 0.016, 'salt_unit': 'g', 'salt_value': 0.107, 'saturated-fat': 10.6, 'saturated-fat_100g': 10.6, 'saturated-fat_serving': 1.59, 'saturated-fat_unit': 'g', 'saturated-fat_value': 10.6, 'sodium': 0.0428, 'sodium_100g': 0.0428, 'sodium_serving': 0.00642, 'sodium_unit': 'g', 'sodium_value': 0.0428, 'sugars': 56.3, 'sugars_100g': 56.3, 'sugars_serving': 8.44, 'sugars_unit': 'g', 'sugars_value': 56.3}",e,"en:algeria, en:belgium, en:bulgaria, en:france, en:germany, en:guadeloupe, en:india, en:italy, en:luxembourg, en:martinique, en:morocco, en:reunion, en:spain, en:switzerland, en:tunisia, en:united-kingdom, en:united-states"
Orange juice,Coca cola,"Cibi e bevande a base vegetale,Bevande,Bevande a base di piante,Bevande a base di frutta,Succo e nettare,en:Orange-based beverages","Water, Orange juice and pulp, Sugar, Acids: E300, E440, Emulsifiers: E445, E414, Natural flavors, Sweeteners: E950, E954, Color: E160a",e,4.0,c,1L,1L,"{'alcohol': 0, 'alcohol_100g': 0, 'alcohol_serving': 0, 'alcohol_unit': '% vol', 'alcohol_value': 0, 'carbohydrates': 9.3, 'carbohydrates_100g': 9.3, 'carbohydrates_serving': 93, 'carbohydrates_unit': 'g', 'carbohydrates_value': 9.3, 'energy': 165, 'energy-kcal': 39, 'energy-kcal_100g': 39, 'energy-kcal_serving': 390, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 39, 'energy-kcal_value_computed': 47.2, 'energy-kj': 165, 'energy-kj_100g': 165, 'energy-kj_serving': 1650, 'energy-kj_unit': 'kJ', 'energy-kj_value': 165, 'energy-kj_value_computed': 198.1, 'energy_100g': 165, 'energy_serving': 1650, 'energy_unit': 'kJ', 'energy_value': 165, 'fat': 0, 'fat_100g': 0, 'fat_serving': 0, 'fat_unit': 'g', 'fat_value': 0, 'fiber': 5, 'fiber_100g': 5, 'fiber_serving': 50, 'fiber_unit': 'g', 'fiber_value': 5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 22.7272727272727, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 22.7272727272727, 'fruits-vegetables-nuts-estimate': 15, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 22.7272727272727, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 22.7272727272727, 'fruits-vegetables-nuts-estimate_100g': 15, 'fruits-vegetables-nuts-estimate_label': 'Fruits‚ vegetables‚ nuts and rapeseed‚ walnut and olive oils (manual estimate from ingredients list)', 'fruits-vegetables-nuts-estimate_serving': 15, 'fruits-vegetables-nuts-estimate_unit': 'g', 'fruits-vegetables-nuts-estimate_value': 15, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 15, 'nutrition-score-fr_100g': 15, 'proteins': 0, 'proteins_100g': 0, 'proteins_serving': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0.126, 'salt_100g': 0.126, 'salt_serving': 1.26, 'salt_unit': 'g', 'salt_value': 0.126, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_serving': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0.0504, 'sodium_100g': 0.0504, 'sodium_serving': 0.504, 'sodium_unit': 'g', 'sodium_value': 0.0504, 'sugars': 17, 'sugars_100g': 17, 'sugars_serving': 170, 'sugars_unit': 'g', 'sugars_value': 17}",e,en:morocco
Tonik,Bimo,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Cereals and their products, Flours, Biscuits, Cereal flours, Sweeteners, Wheat flours, Sugars, fr:Gaufrettes-fourrees-au-cacao, en:chocolate-candies",,e,2.0,b,23,23g,"{'alcohol': 0, 'alcohol_100g': 0, 'alcohol_serving': 0, 'alcohol_unit': '% vol', 'alcohol_value': 0, 'carbohydrates': 16.5, 'carbohydrates_100g': 71.7, 'carbohydrates_serving': 16.5, 'carbohydrates_unit': 'g', 'carbohydrates_value': 16.5, 'energy': 487, 'energy-kcal': 116, 'energy-kcal_100g': 504, 'energy-kcal_serving': 116, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 116, 'energy-kcal_value_computed': 116.1, 'energy-kj': 487, 'energy-kj_100g': 2120, 'energy-kj_serving': 487, 'energy-kj_unit': 'kJ', 'energy-kj_value': 487, 'energy-kj_value_computed': 487, 'energy_100g': 2120, 'energy_serving': 487, 'energy_unit': 'kJ', 'energy_value': 487, 'fat': 5.1, 'fat_100g': 22.2, 'fat_serving': 5.1, 'fat_unit': 'g', 'fat_value': 5.1, 'fiber': 0.1, 'fiber_100g': 0.435, 'fiber_serving': 0.1, 'fiber_unit': 'g', 'fiber_value': 0.1, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 2, 'nova-group_100g': 2, 'nova-group_serving': 2, 'nutrition-score-fr': 28, 'nutrition-score-fr_100g': 28, 'proteins': 1, 'proteins_100g': 4.35, 'proteins_serving': 1, 'proteins_unit': 'g', 'proteins_value': 1, 'salt': 0.05, 'salt_100g': 0.217, 'salt_serving': 0.05, 'salt_unit': 'g', 'salt_value': 0.05, 'saturated-fat': 2.5, 'saturated-fat_100g': 10.9, 'saturated-fat_serving': 2.5, 'saturated-fat_unit': 'g', 'saturated-fat_value': 2.5, 'sodium': 0.02, 'sodium_100g': 0.087, 'sodium_serving': 0.02, 'sodium_unit': 'g', 'sodium_value': 0.02, 'sugars': 9.2, 'sugars_100g': 40, 'sugars_serving': 9.2, 'sugars_unit': 'g', 'sugars_value': 9.2}",e,en:morocco
